,Title,Detail,new
33,산들소리 낭만등불축제에 놀러가쟈아~~,"안녕하세요.
맘스홀릭 회원 우대매장 산들소리입니다.
산들소리는 불암산 자락에 위치하여 23년간 무농약으로
가꾸어진 복합문화레저시설 및 수목원입니다.
⭐️맘스홀릭 회원은 산들소리 입장시 제빵소에서
초코쿠키or마카다미아 쿠키를 제공해드립니다!⭐️
안녕하세요! 산들소리입니다!
해가 짧아지고 있어서 요즘에는 금방 어두워 지는 것 같아요!
산들소리는 낮에는 푸르른 풍경으로 예쁘고
저녁에는 불빛축제로 예쁨을 가득 채워주고 있어요
낮에도 예쁘고,
밤에도 예쁘고,
Next image
입구에서부터 반짝반짝~
이렇게 예뻐도 되는 건가요?
불빛들이 반짝반짝해서 남녀노소 누구나 다 ~ 좋아해주셔요!
LOVE 앞에서 사진 찍으면 바로 인생샷 각!
오늘 프로필사진 바꿀 각이다!!
진짜 안 반할 수가 없는 예쁨이다!
반짝이는 불빛들을 보면 마치 어린아이로 돌아간 것 같이
행복바이러스가 뿜뿜 해지는 것 같아요 :)
낭만.그.잡.채
다양한 불빛포토존과 모닥불 앞에서 소시지와 마시멜로우 구워드세요!
이것이 바로 ! 금상첨화 !
⭐산들소리 낭만 등불 축제 입장료 무료 이벤트⭐
매일 오후 6시부터 ~ 1인 1음료 주문후 입장하면 입장료가 공짜!
성인, 청소년 1인 1음료 필수 어린이(초등학생까지) 뽀로로 구입 가능!
산들소리
경기도 남양주시 불암산로59번길 48-31 산들소리
평일 09:30 - 21:00
주말 09:30 - 22:00
산들소리 문의 010 3039 3252
풀향기 식당 예약 010 7353 3658
https://www.instagram.com/arboretum_sandul/
산들소리(@arboretum_sandul) • Instagram 사진 및 동영상
팔로워 1,000명, 팔로잉 41명, 게시물 417개 - 산들소리(@arboretum_sandul)님의 Instagram 사진 및 동영상 보기
www.instagram.com","산들소리 낭만등불축제에 놀러가쟈아~~ 안녕하세요.
맘스홀릭 회원 우대매장 산들소리입니다.
산들소리는 불암산 자락에 위치하여 23년간 무농약으로
가꾸어진 복합문화레저시설 및 수목원입니다.
⭐️맘스홀릭 회원은 산들소리 입장시 제빵소에서
초코쿠키or마카다미아 쿠키를 제공해드립니다!⭐️
안녕하세요! 산들소리입니다!
해가 짧아지고 있어서 요즘에는 금방 어두워 지는 것 같아요!
산들소리는 낮에는 푸르른 풍경으로 예쁘고
저녁에는 불빛축제로 예쁨을 가득 채워주고 있어요
낮에도 예쁘고,
밤에도 예쁘고,
Next image
입구에서부터 반짝반짝~
이렇게 예뻐도 되는 건가요?
불빛들이 반짝반짝해서 남녀노소 누구나 다 ~ 좋아해주셔요!
LOVE 앞에서 사진 찍으면 바로 인생샷 각!
오늘 프로필사진 바꿀 각이다!!
진짜 안 반할 수가 없는 예쁨이다!
반짝이는 불빛들을 보면 마치 어린아이로 돌아간 것 같이
행복바이러스가 뿜뿜 해지는 것 같아요 :)
낭만.그.잡.채
다양한 불빛포토존과 모닥불 앞에서 소시지와 마시멜로우 구워드세요!
이것이 바로 ! 금상첨화 !
⭐산들소리 낭만 등불 축제 입장료 무료 이벤트⭐
매일 오후 6시부터 ~ 1인 1음료 주문후 입장하면 입장료가 공짜!
성인, 청소년 1인 1음료 필수 어린이(초등학생까지) 뽀로로 구입 가능!
산들소리
경기도 남양주시 불암산로59번길 48-31 산들소리
평일 09:30 - 21:00
주말 09:30 - 22:00
산들소리 문의 010 3039 3252
풀향기 식당 예약 010 7353 3658
https://www.instagram.com/arboretum_sandul/
산들소리(@arboretum_sandul) • Instagram 사진 및 동영상
팔로워 1,000명, 팔로잉 41명, 게시물 417개 - 산들소리(@arboretum_sandul)님의 Instagram 사진 및 동영상 보기
www.instagram.com"
34,가을이라 축제가 많네요~ㅎㅎ,"아침에 티비 틀어놓으면 매일매일
어디 축제가 한창이다 하는데
며칠전에는 사과축제 오늘은 배축제ㅎㅎ
코로나 끝나니 축제들 다시 부활한 거 같아서 좋네요^^","가을이라 축제가 많네요~ㅎㅎ 아침에 티비 틀어놓으면 매일매일
어디 축제가 한창이다 하는데
며칠전에는 사과축제 오늘은 배축제ㅎㅎ
코로나 끝나니 축제들 다시 부활한 거 같아서 좋네요^^"
35,10갤 아가 낮에 유모차타고 동네 축제 한바퀴 했는데.. 밤중에 자다가 괴성지르고 우는건 축제때문이였을까요? 얼마나 갈까요?,"10갤아가예요~
낮에 일산호수공원에 막걸리 축제 한다길래
막 무대 시끌벅적한 시간대는 아니였고
부스마다 사람들 줄서있고 북적이긴 했어요
저흰 차를 가쟈와서 못마시니까 그냥 한바퀴 돌며 구경하고..
아기는 유모차에 방풍커버 씌워서 돌았어요
그날따라 유모차에 애기 태워온 부부도 많더라구요
그러다가 애기가 울기 시작했는데
졸릴 시간대라 안아서 달래다가 눕히니까 잠들고..
호수공원에서 분유도 한번 먹이고 한적한 공원 한바퀴 돌고 집에 왔거든요~
근데 밤에 자다가 12시반쯤에 깼는데
괴성을 지른건 처음이네요ㅠㅠ
정말 미친듯이 괴성을 계속 지르다가 한시쯤 잠들었어요
근데 아침에도 하이체어 앉기 거부하며 울어제끼기…
출근시간 압박으로 대충 안아서 달래 먹이다가
다시 앉히니까 울려고해서.. 인형으로 달래가며 먹였어요
좀 먹다 거부하네여..
이게 이앓이 인건지.. (아직 아랫니 2개밖에 안남)
축제때문이였던건지..
아님 그냥 분리불안인건지.. (요즘따라 엄마껌딱지)
모든게 겹쳤던건지.. ㅜㅜ 힘드네요~~
출근땜에 6시반에 일어나서 준비 10분만에 끝내규 애기보고.. 하ㅋㅋㅋ ㅠㅠ","10갤 아가 낮에 유모차타고 동네 축제 한바퀴 했는데.. 밤중에 자다가 괴성지르고 우는건 축제때문이였을까요? 얼마나 갈까요? 10갤아가예요~
낮에 일산호수공원에 막걸리 축제 한다길래
막 무대 시끌벅적한 시간대는 아니였고
부스마다 사람들 줄서있고 북적이긴 했어요
저흰 차를 가쟈와서 못마시니까 그냥 한바퀴 돌며 구경하고..
아기는 유모차에 방풍커버 씌워서 돌았어요
그날따라 유모차에 애기 태워온 부부도 많더라구요
그러다가 애기가 울기 시작했는데
졸릴 시간대라 안아서 달래다가 눕히니까 잠들고..
호수공원에서 분유도 한번 먹이고 한적한 공원 한바퀴 돌고 집에 왔거든요~
근데 밤에 자다가 12시반쯤에 깼는데
괴성을 지른건 처음이네요ㅠㅠ
정말 미친듯이 괴성을 계속 지르다가 한시쯤 잠들었어요
근데 아침에도 하이체어 앉기 거부하며 울어제끼기…
출근시간 압박으로 대충 안아서 달래 먹이다가
다시 앉히니까 울려고해서.. 인형으로 달래가며 먹였어요
좀 먹다 거부하네여..
이게 이앓이 인건지.. (아직 아랫니 2개밖에 안남)
축제때문이였던건지..
아님 그냥 분리불안인건지.. (요즘따라 엄마껌딱지)
모든게 겹쳤던건지.. ㅜㅜ 힘드네요~~
출근땜에 6시반에 일어나서 준비 10분만에 끝내규 애기보고.. 하ㅋㅋㅋ ㅠㅠ"
36,+2일) 막걸리 좋아하세요? 막걸리축제 다녀왔어요 ㅎㅎ,"날이 좋네요..
막걸리축제가 근처에서 열려서 남편과 다녀왔어요
집에서 돗자리하구 안주거리.. 제가 마실 커피 준비해서 가서
공원에 앉아 냠냠했어요
달란트 (?) 처럼 남편에게 10만원 넣은 돈봉투 주면서
시음해보고 먹고싶은거 골라서 사~ 하고..
제가 먹어보고싶은거 시음해보라고 아바타 시키기도 하고 ㅋㅋ
오래간만에 축제 데이트였네요 ..
막걸리 땡겨요...ㅋㅋㅋ","+2일) 막걸리 좋아하세요? 막걸리축제 다녀왔어요 ㅎㅎ 날이 좋네요..
막걸리축제가 근처에서 열려서 남편과 다녀왔어요
집에서 돗자리하구 안주거리.. 제가 마실 커피 준비해서 가서
공원에 앉아 냠냠했어요
달란트 (?) 처럼 남편에게 10만원 넣은 돈봉투 주면서
시음해보고 먹고싶은거 골라서 사~ 하고..
제가 먹어보고싶은거 시음해보라고 아바타 시키기도 하고 ㅋㅋ
오래간만에 축제 데이트였네요 ..
막걸리 땡겨요...ㅋㅋㅋ"
37,동네 축제 플리마켓 다녀왔어요,"아이 친구가 본인이 그린 것을 팔고 있더라구요!!
저희 아이는 친구것 열심히 팔아주었어요
축제 참가하신 시민분들 눈에도 아이들이 귀여웠는지
구매도 하시고 칭찬도 한마디씩 하고 지나가시더라구요 ^^
이런 축제 자주 하면 좋겠어요!","동네 축제 플리마켓 다녀왔어요 아이 친구가 본인이 그린 것을 팔고 있더라구요!!
저희 아이는 친구것 열심히 팔아주었어요
축제 참가하신 시민분들 눈에도 아이들이 귀여웠는지
구매도 하시고 칭찬도 한마디씩 하고 지나가시더라구요 ^^
이런 축제 자주 하면 좋겠어요!"
38,경기시흥시청주차장 시흥청소년문화축제(1시~8시) 무료체험전시 123가지부스♡오늘은 여기가 대세!!!,"와 오늘은 여기가 대세입니다♡
재료준비중인것만 몇개찍어봤는데 와 퀄리티 대박 무료체험인데!!
주차장도 최고♡
안오심 후회!!
나오세용","경기시흥시청주차장 시흥청소년문화축제(1시~8시) 무료체험전시 123가지부스♡오늘은 여기가 대세!!! 와 오늘은 여기가 대세입니다♡
재료준비중인것만 몇개찍어봤는데 와 퀄리티 대박 무료체험인데!!
주차장도 최고♡
안오심 후회!!
나오세용"
39,요즘 지역 축제가 많네용 !,"저희 동네에 푸드마켓, 문화축제, 버스킹 등
다양한 축제가 열리네용!!
맘님들 동네에도 볼거리들 많은가요~~?","요즘 지역 축제가 많네용 ! 저희 동네에 푸드마켓, 문화축제, 버스킹 등
다양한 축제가 열리네용!!
맘님들 동네에도 볼거리들 많은가요~~?"
40,"[행사 정보] 2023 서대문 책으로 축제 ""밖으로 나온 도서관"" (2023.10.21.(토)~10.22.(일) 서대문독립공원)","안녕하세요~
서대문구립이진아기념도서관에서 이번 주말에 재미있는 축제를 진행한다고 해서 정보를 올려봅니다.
2023.10.21.(토) ~ 10.22(일) 11:00~17:00 에 서대문독립공원에서 운영하니 아이들과 나들이 삼아가면 재미있을 것 같아요. 강형욱 훈련사가 나오는 강연회도 있어서 반려견을 키우시는 분들도 가시면 좋을 것 같습니다. ^^","[행사 정보] 2023 서대문 책으로 축제 ""밖으로 나온 도서관"" (2023.10.21.(토)~10.22.(일) 서대문독립공원) 안녕하세요~
서대문구립이진아기념도서관에서 이번 주말에 재미있는 축제를 진행한다고 해서 정보를 올려봅니다.
2023.10.21.(토) ~ 10.22(일) 11:00~17:00 에 서대문독립공원에서 운영하니 아이들과 나들이 삼아가면 재미있을 것 같아요. 강형욱 훈련사가 나오는 강연회도 있어서 반려견을 키우시는 분들도 가시면 좋을 것 같습니다. ^^"
41,고성 공룡축제 사전 입장료 구해봐용 ㅠㅠㅠ,성인 2명이용 !! 챗 주세용,고성 공룡축제 사전 입장료 구해봐용 ㅠㅠㅠ 성인 2명이용 !! 챗 주세용
42,진주유등축제,밤에 많이 춥나요?,진주유등축제 밤에 많이 춥나요?
43,여수 사시는분~ 여수불꽃축제 문의드려요,"다음주 주말에 여수 여행을가는데
그때 여수 불꽃축제 더라구요
( 불꽃축제 모르고 여행 계획. 숙소잡음)
그래서 그냥 겸사겸사 불꽃보려고하는데
부산이나 서울처럼 사람들 엄청난가요?
특히 이순신광장쪽(메인무대쪽)은 많겠죠
4살 아이가 있어서 어디서 봐야할지 ..","여수 사시는분~ 여수불꽃축제 문의드려요 다음주 주말에 여수 여행을가는데
그때 여수 불꽃축제 더라구요
( 불꽃축제 모르고 여행 계획. 숙소잡음)
그래서 그냥 겸사겸사 불꽃보려고하는데
부산이나 서울처럼 사람들 엄청난가요?
특히 이순신광장쪽(메인무대쪽)은 많겠죠
4살 아이가 있어서 어디서 봐야할지 .."
44,<안양발도르프학교 연합상급> 2023 안양 별빛누리 축제에 초대합니다.,,<안양발도르프학교 연합상급> 2023 안양 별빛누리 축제에 초대합니다. 
45,진주 유등축제 숙소추천 부탁드려요^^,"토요일 저녁에 친정식구들이랑 7개월 공주님 데리고 유등축제 폐막식 갈까하는데
혹시 근처에 깔끔한 숙소 있을까요^^?
답변 미리 감사드립니다..!!","진주 유등축제 숙소추천 부탁드려요^^ 토요일 저녁에 친정식구들이랑 7개월 공주님 데리고 유등축제 폐막식 갈까하는데
혹시 근처에 깔끔한 숙소 있을까요^^?
답변 미리 감사드립니다..!!"
46,진주남강 유등축제 다녀왔어요,"볼것도 많고 먹거리도 많아서 매우 만족하고 왔답니다
아이가 뱃속에 있을때 갔었는데 이제는 같이 가니
기분이 굉장히 새롭더라구요🙂🙂
야경예쁜거 좋아하시는 분들 기회가 되신다면 한번 가보세요
22일 일요일까지 한다더라구요!","진주남강 유등축제 다녀왔어요 볼것도 많고 먹거리도 많아서 매우 만족하고 왔답니다
아이가 뱃속에 있을때 갔었는데 이제는 같이 가니
기분이 굉장히 새롭더라구요🙂🙂
야경예쁜거 좋아하시는 분들 기회가 되신다면 한번 가보세요
22일 일요일까지 한다더라구요!"
47,단풍축제,어디가 괜찮나요 ~ 단풍이 참 예쁘게 폈네욧 ㅎㅎㅎ,단풍축제 어디가 괜찮나요 ~ 단풍이 참 예쁘게 폈네욧 ㅎㅎㅎ
48,개롱골 축제한데요~ 10/18,"축제한데용
근처살면서 한번도 못가봤는데
올해는 아기랑 함 가보려구요
<제10회 개롱골 장군거리 축제>
-일시:2023.10.18 수 14:00~
-장소:개롱근린공원
-내용:먹거리장터,체험부스,공연등","개롱골 축제한데요~ 10/18 축제한데용
근처살면서 한번도 못가봤는데
올해는 아기랑 함 가보려구요
<제10회 개롱골 장군거리 축제>
-일시:2023.10.18 수 14:00~
-장소:개롱근린공원
-내용:먹거리장터,체험부스,공연등"
49,어제 동네 축제 다녀왔어요,"딸아이와 동네 공원 축제 다녀왔는데
체험부스가 적지만 알차더라구요 ^^
커피 같은 음료 부스가 적은게 아쉬웠지만
가을이라 축제 많이해서 좋네요","어제 동네 축제 다녀왔어요 딸아이와 동네 공원 축제 다녀왔는데
체험부스가 적지만 알차더라구요 ^^
커피 같은 음료 부스가 적은게 아쉬웠지만
가을이라 축제 많이해서 좋네요"
50,진주 유등축제 너무 이뻐요ㅠ,"와..
한 4년전에 갔을때도 이렇게 규모가 컸나?싶은데
이번에 엄청~~~~크게하네요
한바퀴 다 못돌았는데 3시간걸렸어요ㅠ
사람도 엄~~~청많고
푸드존도 진짜 엄~~~~~~~~~청많았어요
곳곳이 음식파는곳이라 좋더라구요
밤이면 불켜서 이쁜데
낮에도 전시된거 넘 이뻐요","진주 유등축제 너무 이뻐요ㅠ 와..
한 4년전에 갔을때도 이렇게 규모가 컸나?싶은데
이번에 엄청~~~~크게하네요
한바퀴 다 못돌았는데 3시간걸렸어요ㅠ
사람도 엄~~~청많고
푸드존도 진짜 엄~~~~~~~~~청많았어요
곳곳이 음식파는곳이라 좋더라구요
밤이면 불켜서 이쁜데
낮에도 전시된거 넘 이뻐요"
51,오늘 강감찬 축제 하네요!!,남편이랑 슬쩍 나가는 중이에요ㅎㅎ,오늘 강감찬 축제 하네요!! 남편이랑 슬쩍 나가는 중이에요ㅎㅎ
52,17개월 아기 불꽃축제구경 가능한가요??,"지역축제가 있어서 17개월아기 델고 나가보려는데요~
폭죽을 보면 놀랄까요??보여주고싶은데…
놀라는거면 안데리고 가려구요
선배님들 알려주세요💗","17개월 아기 불꽃축제구경 가능한가요?? 지역축제가 있어서 17개월아기 델고 나가보려는데요~
폭죽을 보면 놀랄까요??보여주고싶은데…
놀라는거면 안데리고 가려구요
선배님들 알려주세요💗"
53,동네 공원에 축제하네요,"날씨 좋아서인지 근처 공원에서
공연도 하고 행사 하더라구요!!
아이데리고 부랴부랴 준비중이에요 ^^
모두 즐거운 토요일 보내고 계신가요?","동네 공원에 축제하네요 날씨 좋아서인지 근처 공원에서
공연도 하고 행사 하더라구요!!
아이데리고 부랴부랴 준비중이에요 ^^
모두 즐거운 토요일 보내고 계신가요?"
54,다들 가을축제 어디로가시나요,다들 가을 축제 아이들과 어디로 가시나요,다들 가을축제 어디로가시나요 다들 가을 축제 아이들과 어디로 가시나요
55,주말 가족과 갈만한 축제가 있을까요?,주말이라 애들이랑 갈만한곳이 있을까요?,주말 가족과 갈만한 축제가 있을까요? 주말이라 애들이랑 갈만한곳이 있을까요?
56,망미2동 마을축제 와글와글 구락장날(10.21),"10.21(토) 오후1시부터
고가도로밑 비콘플레이그라운드
(명성유치원앞)에서 개최됩니다
k-pop댄스, 마술저글링쇼
플리마켓(전화로사전참가신청가능),
화분심기,향기나는 키링만들기 체험
맛있는 간식거리,경품 뽑기 등
다양한 이벤트가있으니 많이 놀러오세요
아이들과 즐거운시간보내실수 있습니다!
재활용품 가져오시면 교환해드립니다
폐건전지 아이스팩 에코백 우유팩
헌옷수거","망미2동 마을축제 와글와글 구락장날(10.21) 10.21(토) 오후1시부터
고가도로밑 비콘플레이그라운드
(명성유치원앞)에서 개최됩니다
k-pop댄스, 마술저글링쇼
플리마켓(전화로사전참가신청가능),
화분심기,향기나는 키링만들기 체험
맛있는 간식거리,경품 뽑기 등
다양한 이벤트가있으니 많이 놀러오세요
아이들과 즐거운시간보내실수 있습니다!
재활용품 가져오시면 교환해드립니다
폐건전지 아이스팩 에코백 우유팩
헌옷수거"
